20095	81071	5	117.161136	MLM2832997422	1
30005	67463	50	153.66156	MLM2006310313	0
30010	67464	50	244.620918	MLM2004639653	1
30015	158976	50	255.60756	MLM2006361365	1
30020	183407	50	310.50156	MLM2803372266	1
30025	196541	50	310.50156	MLM2803378762	1
30026	225967	50	310.50156	MLM2155604125	1
30027	229351	50	349.71156	MLM3396673968	1
30030	183408	50	365.39556	MLM2803316258	1
30035	196543	50	459.49956	MLM2006336479	1
30040	67467	50	404.60556	MLM2877948196	1
30041	229357	50	428.13156	MLM3396765708	1
30045	158305	50	522.23556	MLM2803471308	1
30050	195489	50	475.18356	MLM2006453565	0
30051	225966	50	467.34156	MLM3396410190	1
30052	229358	50	467.34156	MLM2155991669	1
30055	88103	50	608.49756	MLM2812108760	1
30060	195490	50	435.97356	MLM2812057018	0
30065	183409	50	663.39156	MLM2006403219	1
30066	228949	50	545.76156	MLM2155635131	1
30067	229362	50	569.28756	MLM2156030869	1
1149070	183410	50	969.22956	MLM2813088926	1
30075	196546	50	1133.91156	MLM2813140164	1
30080	67468	50	781.02156	MLM2813179252	0
30085	195488	50	828.07356	MLM2813102322	0
30086	229363	50	937.86156	MLM2156047869	1
30090	196559	50	1251.54156	MLM2968544092	0
30095	183411	50	1377.01356	MLM2040291179	1
30100	93158	50	1400.53956	MLM2968713560	1
30105	183413	50	1792.63956	MLM2813130022	1
30110	67207	50	1776.95556	MLM1915783441	1
30115	196341	50	3212.04156	MLM2321866110	1
30120	67206	50	6044.332488	MLM1915859193	0
30125	71055	50	5769.862488	MLM2321867290	1
30130	205630	50	7681.98156	MLM2812162474	1
30135	202463	15	584.97156	MLM2010226619	1
35005	168902	50	954.966688	MLM3284405006	1
35010	87796	50	1043.516688	MLM2119127459	1
35015	218051	50	1280.991688	MLM2125883921	1
35020	95164	50	2045.741688	MLM3311452132	1
35025	94295	50	2705.841688	MLM3324978260	1
40005	177225	25	1625.19156	MLM2966289496	1
40010	177226	25	2089.28556	MLM2040927155	1
40015	177227	50	4067.79156	MLM2968580926	1
40020	191494	50	5004.12156	MLM2040954257	0
40025	177229	50	5044.83156	MLM2107467633	0
40030	195383	50	10907.07156	MLM3261714794	1
40035	163854	50	11802.69156	MLM3261848512	0
40040	218221	50	3579.27156	MLM3258833572	1
40045	212075	15	4947.12756	MLM2815169416	1
40050	212085	15	5044.83156	MLM2816469746	1
40055	215988	50	6502.24956	MLM2007157153	1
40060	214042	50	1722.89556	MLM2877986128	1
40065	201222	20	5004.12156	MLM2107540683	1
40070	201221	50	648.15156	MLM2835827144	1
40075	201217	10	710.35644	MLM3138070784	1
40080	201218	10	241.45866	MLM2835840736	0
40085	212569	50	102.06356	MLM2011603317	1
40090	221320	50	155.56056	MLM32585282503	1
40095	212568	50	94.49556	MLM2107059149	1
40100	210325	25	11775.65249	MLM2334937376	0
40105	222252	50	12101.33249	MLM3264638066	0
40110	222680	25	13876.28849	MLM2334726154	0
40115	222599	25	14625.35249	MLM3264719846	0
40120	222601	25	16090.91249	MLM2108155967	0
40125	222681	50	18407.45804	MLM2108223933	0
40130	222683	50	20215.64969	MLM2108188189	0
40135	204497	25	30502.25249	MLM1918887279	0
40140	194827	25	69249.21629	MLM2334739056	0
40145	194839	25	60919.95029	MLM2334882606	0
40150	194840	25	67166.89979	MLM2334950084	0
50005	161220	50	351.05711	MLM1918170687	1
50010	161221	50	351.05711	MLM1918158441	1
50015	222978	50	396.24176	MLM2315160458	1
50020	222979	50	396.24176	MLM2315322482	0
50021	223748	50	545.76156	MLM2139275763	0
50025	161222	50	    0	        NULL	    NULL
50030	161223	50	    0	        NULL	    NULL
50035	161228	50	    0	        NULL	    NULL
50040	161227	50	    0	        NULL	    NULL
50045	161226	50	    0	        NULL	    NULL
50050	161225	50	    0	        NULL	    NULL
50055	213099	250	    0	        NULL	    NULL
50060	213123	250	    0	        NULL	    NULL
50065	213895	15	2814.30076	MLM2318297878	1
50070	213894	15	2814.30076	MLM2318323818	1
50075	213431	10	8163.73506	MLM2968588986	0
50080	213435	10	8163.73506	MLM2318299484	0
50085	213893	10	11669.30076	MLM1912462573	1
50090	213892	10	11669.30076	MLM2968628726	1
60005	144817	75	355.11431	MLM2302499064	1
60010	72414	75	455.65076	MLM1959403553	1
60015	160268	25	605.50956	MLM1914161279	0
60020	201075	25	1083.55076	MLM2388777134	1
60025	174515	25	1164.05076	MLM2302382820	1
60030	210382	50	-2.39424	    NULL	    0
60035	210383	50	-2.39424	    NULL	    0
60040	216369	50	4114.591688	MLM2877988098	1
60045	195357	50	1804.83076	MLM2132032371	0
60050	174915	50	640.80076	MLM3355740426	1
60055	193745	50	399.30076	MLM3355838178	1
60060	174918	50	278.55076	MLM3358950852	0
60065	193739	50	310.75076	MLM3358865312	1
60070	193746	50	359.05076	MLM2139666521	1
60075	193748	50	431.50076	MLM3355801178	1
60080	193740	50	254.40076	MLM3358865314	1
60085	193744	50	254.40076	MLM2141131573	1
60090	202276	50	745.45076	MLM3358889736	0
60095	202275	50	753.50076	MLM3358877118	1
60100	202274	50	677.02576	MLM2139540407	1
60105	202277	50	682.66076	MLM3355718512	1
60110	202273	50	717.27576	MLM2139639531	1
60115	220467	50	735.79076	MLM2139459041	1
60120	220472	50	743.84076	MLM2139426981	1
60125	190812	50	447.60076	MLM2160257735	1
60130	21419	50	1308.95076	MLM2160237857	1
60135	167343	50	1204.30076	MLM2160272547	1
70005	215449	50	1027.36176	MLM2878037740	1
70010	215436	50	1220.56176	MLM2877914418	1
70015	215341	50	1478.16176	MLM2877811318	1
80005	176064	10	6545.9674	MLM2410848342	1
80010	176065	10	8808.0174	MLM2411715856	1
